r, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5
82.88, -0.504307, -0.137954, 0.0792677, -0.441099, -0.365229
82.89, -0.507223, -0.13288, 0.075573, -0.445082, -0.360828
82.9, -0.510073, -0.127788, 0.0718685, -0.449008, -0.35638
82.91, -0.512856, -0.122679, 0.0681546, -0.452875, -0.351886
82.92, -0.515572, -0.117555, 0.0644318, -0.456682, -0.347347
82.93, -0.518221, -0.112415, 0.0607006, -0.460431, -0.342761
82.94, -0.520802, -0.107261, 0.0569615, -0.464119, -0.338132
82.95, -0.523315, -0.102093, 0.0532149, -0.467747, -0.333458
82.96, -0.52576, -0.096911, 0.0494615, -0.471313, -0.32874
82.97, -0.528137, -0.0917166, 0.0457015, -0.474818, -0.32398
82.98, -0.530444, -0.0865103, 0.0419357, -0.478262, -0.319178
82.99, -0.532683, -0.0812928, 0.0381643, -0.481643, -0.314334
83, -0.534851, -0.0760646, 0.034388, -0.484961, -0.309449
83.01, -0.53695, -0.0708265, 0.0306071, -0.488216, -0.304524
83.02, -0.538979, -0.0655792, 0.0268223, -0.491407, -0.299559
83.03, -0.540938, -0.0603233, 0.023034, -0.494534, -0.294555
83.04, -0.542826, -0.0550595, 0.0192427, -0.497597, -0.289512
83.05, -0.544643, -0.0497886, 0.0154489, -0.500595, -0.284432
83.06, -0.546389, -0.0445111, 0.0116531, -0.503528, -0.279315
83.07, -0.548064, -0.0392279, 0.00785573, -0.506395, -0.274162
83.08, -0.549668, -0.0339395, 0.00405735, -0.509195, -0.268973
83.09, -0.551199, -0.0286467, 0.000258445, -0.51193, -0.263748
83.1, -0.552659, -0.0233502, -0.00354049, -0.514598, -0.25849
83.11, -0.554046, -0.0180506, -0.00733897, -0.517198, -0.253197
83.12, -0.555362, -0.0127487, -0.0111365, -0.519731, -0.247872
83.13, -0.556605, -0.00744508, -0.0149326, -0.522197, -0.242514
83.14, -0.557775, -0.00214052, -0.0187267, -0.524594, -0.237125
83.15, -0.558872, 0.00316433, -0.0225184, -0.526923, -0.231705
83.16, -0.559897, 0.00846876, -0.0263071, -0.529183, -0.226254
83.17, -0.560848, 0.0137721, -0.0300924, -0.531375, -0.220775
83.18, -0.561726, 0.0190736, -0.0338738, -0.533497, -0.215266
83.19, -0.562531, 0.0243727, -0.0376508, -0.535549, -0.209729
83.2, -0.563263, 0.0296685, -0.0414228, -0.537532, -0.204165
83.21, -0.563921, 0.0349605, -0.0451895, -0.539444, -0.198575
83.22, -0.564505, 0.0402479, -0.0489503, -0.541286, -0.192958
83.23, -0.565016, 0.0455301, -0.0527046, -0.543058, -0.187317
83.24, -0.565453, 0.0508064, -0.0564522, -0.544758, -0.181651
83.25, -0.565817, 0.056076, -0.0601923, -0.546388, -0.175961
83.26, -0.566106, 0.0613383, -0.0639246, -0.547946, -0.170249
83.27, -0.566322, 0.0665926, -0.0676486, -0.549433, -0.164514
83.28, -0.566464, 0.0718382, -0.0713637, -0.550849, -0.158758
83.29, -0.566532, 0.0770744, -0.0750696, -0.552192, -0.152981
83.3, -0.566525, 0.0823006, -0.0787656, -0.553464, -0.147184
83.31, -0.566445, 0.087516, -0.0824514, -0.554663, -0.141368
83.32, -0.566292, 0.0927201, -0.0861264, -0.55579, -0.135533
83.33, -0.566064, 0.097912, -0.0897902, -0.556845, -0.129681
83.34, -0.565762, 0.103091, -0.0934423, -0.557827, -0.123812
83.35, -0.565387, 0.108257, -0.0970822, -0.558736, -0.117927
83.36, -0.564937, 0.113408, -0.100709, -0.559572, -0.112027
83.37, -0.564414, 0.118545, -0.104324, -0.560336, -0.106111
83.38, -0.563818, 0.123667, -0.107924, -0.561026, -0.100183
83.39, -0.563148, 0.128772, -0.111511, -0.561643, -0.0942406
83.4, -0.562404, 0.13386, -0.115082, -0.562187, -0.0882863
83.41, -0.561587, 0.138931, -0.118639, -0.562658, -0.0823205
83.42, -0.560697, 0.143984, -0.122181, -0.563055, -0.0763441
83.43, -0.559733, 0.149018, -0.125706, -0.563379, -0.0703576
83.44, -0.558697, 0.154033, -0.129215, -0.563629, -0.064362
83.45, -0.557587, 0.159027, -0.132708, -0.563806, -0.058358
83.46, -0.556405, 0.164001, -0.136183, -0.56391, -0.0523464
83.47, -0.55515, 0.168953, -0.13964, -0.56394, -0.046328
83.48, -0.553823, 0.173884, -0.143079, -0.563896, -0.0403035
83.49, -0.552424, 0.178791, -0.146499, -0.563779, -0.0342738
83.5, -0.550952, 0.183676, -0.1499, -0.563588, -0.0282396
83.51, -0.549409, 0.188536, -0.153282, -0.563324, -0.0222018
83.52, -0.547794, 0.193372, -0.156644, -0.562986, -0.016161
83.53, -0.546107, 0.198182, -0.159985, -0.562575, -0.0101182
83.54, -0.544349, 0.202967, -0.163305, -0.562091, -0.004074
83.55, -0.54252, 0.207725, -0.166605, -0.561533, 0.00197071
83.56, -0.540621, 0.212456, -0.169882, -0.560902, 0.00801515
83.57, -0.538651, 0.21716, -0.173137, -0.560198, 0.0140586
83.58, -0.53661, 0.221835, -0.17637, -0.559421, 0.0201001
83.59, -0.5345, 0.226481, -0.179579, -0.558571, 0.0261391
83.6, -0.532319, 0.231097, -0.182766, -0.557648, 0.0321746
83.61, -0.53007, 0.235684, -0.185928, -0.556652, 0.038206
83.62, -0.527751, 0.240239, -0.189066, -0.555584, 0.0442324
83.63, -0.525363, 0.244764, -0.19218, -0.554443, 0.050253
83.64, -0.522907, 0.249256, -0.195268, -0.55323, 0.056267
83.65, -0.520382, 0.253716, -0.198331, -0.551945, 0.0622738
83.66, -0.51779, 0.258143, -0.201368, -0.550588, 0.0682724
83.67, -0.51513, 0.262536, -0.204379, -0.549159, 0.0742621
83.68, -0.512403, 0.266895, -0.207364, -0.547659, 0.0802421
83.69, -0.509609, 0.271219, -0.210321, -0.546087, 0.0862117
83.7, -0.506748, 0.275508, -0.21325, -0.544444, 0.0921701
83.71, -0.503822, 0.27976, -0.216152, -0.54273, 0.0981164
83.72, -0.500829, 0.283977, -0.219026, -0.540945, 0.10405
83.73, -0.497771, 0.288156, -0.221871, -0.53909, 0.10997
83.74, -0.494649, 0.292297, -0.224688, -0.537164, 0.115876
83.75, -0.491462, 0.296401, -0.227475, -0.535168, 0.121766
83.76, -0.48821, 0.300466, -0.230232, -0.533103, 0.127641
83.77, -0.484895, 0.304491, -0.232959, -0.530968, 0.133499
83.78, -0.481517, 0.308477, -0.235656, -0.528764, 0.13934
83.79, -0.478076, 0.312423, -0.238322, -0.52649, 0.145162
83.8, -0.474572, 0.316328, -0.240958, -0.524149, 0.150966
83.81, -0.471007, 0.320191, -0.243561, -0.521738, 0.15675
83.82, -0.46738, 0.324013, -0.246133, -0.51926, 0.162513
83.83, -0.463692, 0.327793, -0.248673, -0.516714, 0.168256
83.84, -0.459944, 0.33153, -0.251181, -0.514101, 0.173976
83.85, -0.456135, 0.335223, -0.253655, -0.511421, 0.179674
83.86, -0.452267, 0.338873, -0.256097, -0.508674, 0.185348
83.87, -0.44834, 0.342479, -0.258505, -0.50586, 0.190998
83.88, -0.444355, 0.34604, -0.26088, -0.502981, 0.196623
83.89, -0.440312, 0.349556, -0.26322, -0.500036, 0.202223
83.9, -0.436211, 0.353026, -0.265526, -0.497026, 0.207796
83.91, -0.432053, 0.35645, -0.267798, -0.493951, 0.213343
83.92, -0.427839, 0.359828, -0.270034, -0.490812, 0.218861
83.93, -0.423569, 0.363159, -0.272236, -0.487609, 0.224351
83.94, -0.419244, 0.366442, -0.274402, -0.484342, 0.229812
83.95, -0.414864, 0.369678, -0.276532, -0.481012, 0.235242
83.96, -0.41043, 0.372865, -0.278626, -0.477619, 0.240642
83.97, -0.405942, 0.376004, -0.280684, -0.474164, 0.246011
83.98, -0.401401, 0.379093, -0.282705, -0.470647, 0.251348
83.99, -0.396808, 0.382133, -0.284689, -0.467069, 0.256652
84, -0.392164, 0.385124, -0.286636, -0.463429, 0.261922
84.01, -0.387468, 0.388064, -0.288546, -0.45973, 0.267158
84.02, -0.382721, 0.390953, -0.290418, -0.45597, 0.27236
84.03, -0.377925, 0.393792, -0.292252, -0.452151, 0.277526
84.04, -0.373079, 0.396579, -0.294048, -0.448273, 0.282656
84.05, -0.368185, 0.399314, -0.295806, -0.444337, 0.287749
84.06, -0.363242, 0.401998, -0.297526, -0.440343, 0.292804
84.07, -0.358253, 0.404628, -0.299206, -0.436291, 0.297822
84.08, -0.353216, 0.407207, -0.300848, -0.432182, 0.3028
84.09, -0.348133, 0.409731, -0.30245, -0.428017, 0.307739
84.1, -0.343005, 0.412203, -0.304013, -0.423797, 0.312638
84.11, -0.337832, 0.414621, -0.305536, -0.41952, 0.317497
84.12, -0.332615, 0.416984, -0.307019, -0.41519, 0.322314
84.13, -0.327355, 0.419294, -0.308462, -0.410805, 0.327088
84.14, -0.322052, 0.421548, -0.309865, -0.406366, 0.331821
84.15, -0.316707, 0.423748, -0.311228, -0.401875, 0.33651
84.16, -0.311321, 0.425892, -0.31255, -0.397331, 0.341155
84.17, -0.305894, 0.427981, -0.313831, -0.392735, 0.345756
84.18, -0.300427, 0.430014, -0.315072, -0.388088, 0.350311
84.19, -0.294921, 0.43199, -0.316271, -0.383391, 0.354821
84.2, -0.289376, 0.433911, -0.317429, -0.378643, 0.359285
84.21, -0.283794, 0.435775, -0.318546, -0.373847, 0.363702
84.22, -0.278174, 0.437582, -0.319621, -0.369001, 0.368072
84.23, -0.272519, 0.439331, -0.320654, -0.364107, 0.372393
84.24, -0.266827, 0.441024, -0.321646, -0.359166, 0.376666
84.25, -0.261101, 0.442659, -0.322596, -0.354178, 0.38089
84.26, -0.255341, 0.444236, -0.323503, -0.349144, 0.385065
84.27, -0.249548, 0.445756, -0.324369, -0.344064, 0.389189
84.28, -0.243722, 0.447217, -0.325192, -0.33894, 0.393262
84.29, -0.237864, 0.44862, -0.325973, -0.333771, 0.397285
84.3, -0.231975, 0.449964, -0.326711, -0.328558, 0.401255
84.31, -0.226056, 0.45125, -0.327407, -0.323303, 0.405173
84.32, -0.220107, 0.452477, -0.328059, -0.318006, 0.409038
84.33, -0.21413, 0.453644, -0.32867, -0.312667, 0.412851
84.34, -0.208125, 0.454753, -0.329237, -0.307288, 0.416609
84.35, -0.202092, 0.455802, -0.329761, -0.301868, 0.420313
84.36, -0.196034, 0.456792, -0.330243, -0.296409, 0.423962
84.37, -0.189949, 0.457722, -0.330681, -0.290911, 0.427556
84.38, -0.18384, 0.458593, -0.331076, -0.285376, 0.431094
84.39, -0.177707, 0.459403, -0.331428, -0.279803, 0.434576
84.4, -0.171551, 0.460154, -0.331737, -0.274194, 0.438002
84.41, -0.165372, 0.460845, -0.332003, -0.268549, 0.44137
84.42, -0.159172, 0.461475, -0.332225, -0.262869, 0.444681
84.43, -0.152951, 0.462046, -0.332404, -0.257154, 0.447934
84.44, -0.14671, 0.462556, -0.33254, -0.251406, 0.451128
84.45, -0.14045, 0.463006, -0.332632, -0.245626, 0.454264
84.46, -0.134171, 0.463395, -0.332681, -0.239813, 0.457341
84.47, -0.127875, 0.463724, -0.332686, -0.233969, 0.460357
84.48, -0.121562, 0.463992, -0.332648, -0.228095, 0.463314
84.49, -0.115234, 0.4642, -0.332567, -0.222191, 0.466211
84.5, -0.10889, 0.464348, -0.332442, -0.216257, 0.469047
84.51, -0.102533, 0.464434, -0.332274, -0.210296, 0.471822
84.52, -0.0961614, 0.464461, -0.332063, -0.204307, 0.474535
84.53, -0.0897777, 0.464426, -0.331808, -0.198292, 0.477186
84.54, -0.0833823, 0.464331, -0.331511, -0.192251, 0.479775
84.55, -0.076976, 0.464176, -0.33117, -0.186184, 0.482302
84.56, -0.0705597, 0.46396, -0.330785, -0.180094, 0.484766
84.57, -0.0641342, 0.463683, -0.330358, -0.17398, 0.487167
84.58, -0.0577002, 0.463346, -0.329887, -0.167843, 0.489504
84.59, -0.0512588, 0.462948, -0.329374, -0.161684, 0.491777
84.6, -0.0448107, 0.46249, -0.328817, -0.155504, 0.493986
84.61, -0.0383567, 0.461972, -0.328218, -0.149304, 0.496131
84.62, -0.0318977, 0.461393, -0.327576, -0.143085, 0.498212
84.63, -0.0254346, 0.460755, -0.326891, -0.136847, 0.500227
84.64, -0.0189681, 0.460056, -0.326164, -0.130591, 0.502177
84.65, -0.0124992, 0.459297, -0.325394, -0.124318, 0.504062
84.66, -0.00602864, 0.458478, -0.324581, -0.118028, 0.505881
84.67, 0.000442712, 0.4576, -0.323726, -0.111724, 0.507634
84.68, 0.00691401, 0.456661, -0.322829, -0.105405, 0.509321
84.69, 0.0133844, 0.455663, -0.32189, -0.0990717, 0.510942
84.7, 0.019853, 0.454606, -0.320909, -0.0927258, 0.512496
84.71, 0.0263191, 0.45349, -0.319886, -0.0863678, 0.513983
84.72, 0.0327817, 0.452314, -0.318822, -0.0799986, 0.515403
84.73, 0.0392401, 0.451079, -0.317716, -0.073619, 0.516756
84.74, 0.0456933, 0.449785, -0.316568, -0.0672297, 0.518042
84.75, 0.0521405, 0.448433, -0.315379, -0.0608317, 0.51926
84.76, 0.058581, 0.447022, -0.314149, -0.0544258, 0.520411
84.77, 0.0650138, 0.445553, -0.312878, -0.0480127, 0.521494
84.78, 0.0714381, 0.444026, -0.311566, -0.0415934, 0.522508
84.79, 0.0778531, 0.442441, -0.310214, -0.0351687, 0.523455
84.8, 0.084258, 0.440798, -0.308821, -0.0287394, 0.524334
84.81, 0.0906519, 0.439098, -0.307388, -0.0223063, 0.525144
84.82, 0.0970339, 0.43734, -0.305915, -0.0158703, 0.525886
84.83, 0.103403, 0.435525, -0.304402, -0.0094323, 0.526559
84.84, 0.109759, 0.433654, -0.302849, -0.00299303, 0.527163
84.85, 0.116101, 0.431726, -0.301257, 0.00344663, 0.527699
84.86, 0.122427, 0.429741, -0.299625, 0.00988584, 0.528166
84.87, 0.128738, 0.427701, -0.297955, 0.0163238, 0.528565
84.88, 0.135031, 0.425604, -0.296245, 0.0227596, 0.528894
84.89, 0.141307, 0.423453, -0.294497, 0.0291924, 0.529155
84.9, 0.147565, 0.421246, -0.292711, 0.0356214, 0.529346
84.91, 0.153803, 0.418984, -0.290886, 0.0420458, 0.529469
84.92, 0.160021, 0.416667, -0.289023, 0.0484647, 0.529522
84.93, 0.166219, 0.414296, -0.287123, 0.0548772, 0.529507
84.94, 0.172394, 0.411871, -0.285185, 0.0612827, 0.529422
84.95, 0.178548, 0.409392, -0.28321, 0.0676801, 0.529269
84.96, 0.184677, 0.40686, -0.281199, 0.0740687, 0.529047
84.97, 0.190783, 0.404275, -0.27915, 0.0804476, 0.528755
84.98, 0.196864, 0.401637, -0.277065, 0.0868161, 0.528395
84.99, 0.202919, 0.398946, -0.274944, 0.0931732, 0.527966
85, 0.208948, 0.396204, -0.272787, 0.0995182, 0.527468
85.01, 0.21495, 0.39341, -0.270595, 0.10585, 0.526901
85.02, 0.220923, 0.390565, -0.268367, 0.112168, 0.526266
85.03, 0.226868, 0.387668, -0.266104, 0.118472, 0.525562
85.04, 0.232783, 0.384721, -0.263807, 0.12476, 0.52479
85.05, 0.238667, 0.381724, -0.261475, 0.131032, 0.523949
85.06, 0.244521, 0.378677, -0.259109, 0.137287, 0.52304
85.07, 0.250342, 0.375581, -0.256709, 0.143524, 0.522063
85.08, 0.256131, 0.372435, -0.254276, 0.149742, 0.521018
85.09, 0.261887, 0.369242, -0.25181, 0.15594, 0.519905
85.1, 0.267608, 0.365999, -0.249311, 0.162119, 0.518724
85.11, 0.273295, 0.36271, -0.246779, 0.168276, 0.517475
85.12, 0.278945, 0.359372, -0.244215, 0.174411, 0.516159
85.13, 0.28456, 0.355988, -0.241619, 0.180524, 0.514776
85.14, 0.290137, 0.352558, -0.238992, 0.186612, 0.513326
85.15, 0.295676, 0.349082, -0.236334, 0.192677, 0.511809
85.16, 0.301177, 0.34556, -0.233645, 0.198717, 0.510225
85.17, 0.306639, 0.341992, -0.230925, 0.20473, 0.508575
85.18, 0.31206, 0.338381, -0.228175, 0.210717, 0.506858
85.19, 0.317441, 0.334725, -0.225396, 0.216676, 0.505076
85.2, 0.32278, 0.331025, -0.222587, 0.222607, 0.503227
85.21, 0.328077, 0.327283, -0.219749, 0.22851, 0.501313
85.22, 0.333332, 0.323497, -0.216882, 0.234382, 0.499334
85.23, 0.338543, 0.31967, -0.213987, 0.240224, 0.497289
85.24, 0.343709, 0.315801, -0.211064, 0.246034, 0.49518
85.25, 0.348831, 0.31189, -0.208114, 0.251812, 0.493006
85.26, 0.353908, 0.307939, -0.205137, 0.257558, 0.490768
85.27, 0.358938, 0.303948, -0.202132, 0.26327, 0.488466
85.28, 0.363921, 0.299917, -0.199102, 0.268947, 0.486101
85.29, 0.368857, 0.295847, -0.196045, 0.27459, 0.483672
85.3, 0.373745, 0.291738, -0.192963, 0.280197, 0.48118
85.31, 0.378584, 0.287591, -0.189856, 0.285767, 0.478625
85.32, 0.383374, 0.283407, -0.186724, 0.2913, 0.476008
85.33, 0.388113, 0.279186, -0.183568, 0.296795, 0.473329
85.34, 0.392802, 0.274928, -0.180387, 0.302251, 0.470588
85.35, 0.39744, 0.270634, -0.177184, 0.307668, 0.467786
85.36, 0.402026, 0.266306, -0.173957, 0.313044, 0.464923
85.37, 0.406559, 0.261942, -0.170707, 0.31838, 0.461999
85.38, 0.411039, 0.257544, -0.167435, 0.323675, 0.459015
85.39, 0.415466, 0.253113, -0.164142, 0.328927, 0.455972
85.4, 0.419839, 0.248649, -0.160826, 0.334136, 0.452868
85.41, 0.424156, 0.244152, -0.15749, 0.339302, 0.449706
85.42, 0.428419, 0.239623, -0.154134, 0.344423, 0.446486
85.43, 0.432625, 0.235063, -0.150757, 0.3495, 0.443207
85.44, 0.436775, 0.230473, -0.147361, 0.354531, 0.43987
85.45, 0.440868, 0.225852, -0.143945, 0.359515, 0.436476
85.46, 0.444904, 0.221202, -0.140511, 0.364453, 0.433025
85.47, 0.448881, 0.216523, -0.137058, 0.369344, 0.429518
85.48, 0.4528, 0.211816, -0.133588, 0.374186, 0.425955
85.49, 0.45666, 0.207081, -0.1301, 0.378979, 0.422336
85.5, 0.46046, 0.202319, -0.126595, 0.383723, 0.418662
85.51, 0.4642, 0.197531, -0.123073, 0.388417, 0.414934
85.52, 0.46788, 0.192717, -0.119536, 0.39306, 0.411151
85.53, 0.471498, 0.187878, -0.115983, 0.397652, 0.407315
85.54, 0.475055, 0.183014, -0.112415, 0.402193, 0.403426
85.55, 0.47855, 0.178126, -0.108832, 0.40668, 0.399484
85.56, 0.481983, 0.173216, -0.105235, 0.411115, 0.395491
85.57, 0.485353, 0.168282, -0.101624, 0.415496, 0.391445
85.58, 0.488659, 0.163327, -0.0979999, 0.419823, 0.387349
85.59, 0.491901, 0.15835, -0.0943631, 0.424095, 0.383202
85.6, 0.49508, 0.153353, -0.090714, 0.428312, 0.379006
85.61, 0.498194, 0.148336, -0.0870531, 0.432473, 0.37476
85.62, 0.501243, 0.143299, -0.0833808, 0.436578, 0.370465
85.63, 0.504226, 0.138244, -0.0796976, 0.440625, 0.366121
85.64, 0.507144, 0.13317, -0.0760041, 0.444615, 0.361731
85.65, 0.509995, 0.12808, -0.0723006, 0.448548, 0.357292
85.66, 0.51278, 0.122972, -0.0685878, 0.452421, 0.352808
85.67, 0.515498, 0.117849, -0.0648659, 0.456236, 0.348277
85.68, 0.518149, 0.11271, -0.0611357, 0.459992, 0.343701
85.69, 0.520732, 0.107556, -0.0573974, 0.463687, 0.339081
85.7, 0.523247, 0.102389, -0.0536517, 0.467322, 0.334416
85.71, 0.525694, 0.0972078, -0.0498989, 0.470896, 0.329707
85.72, 0.528072, 0.0920141, -0.0461397, 0.474408, 0.324956
85.73, 0.530382, 0.0868085, -0.0423744, 0.477859, 0.320162
85.74, 0.532622, 0.0815915, -0.0386036, 0.481247, 0.315326
85.75, 0.534792, 0.0763639, -0.0348278, 0.484573, 0.310449
85.76, 0.536893, 0.0711264, -0.0310475, 0.487835, 0.305532
85.77, 0.538924, 0.0658795, -0.0272631, 0.491034, 0.300575
85.78, 0.540885, 0.0606241, -0.0234751, 0.494168, 0.295579
85.79, 0.542775, 0.0553607, -0.0196841, 0.497239, 0.290545
85.8, 0.544594, 0.0500901, -0.0158905, 0.500244, 0.285472
85.81, 0.546342, 0.044813, -0.0120948, 0.503184, 0.280363
85.82, 0.548019, 0.0395301, -0.00829758, 0.506059, 0.275216
85.83, 0.549624, 0.034242, -0.00449925, 0.508868, 0.270034
85.84, 0.551158, 0.0289494, -0.000700346, 0.51161, 0.264817
85.85, 0.552619, 0.023653, 0.00309865, 0.514285, 0.259565
85.86, 0.554009, 0.0183536, 0.00689725, 0.516894, 0.25428
85.87, 0.555326, 0.0130518, 0.0106949, 0.519435, 0.248961
85.88, 0.556571, 0.00774824, 0.0144912, 0.521908, 0.24361
85.89, 0.557743, 0.0024437, 0.0182857, 0.524314, 0.238227
85.9, 0.558843, -0.00286117, 0.0220777, 0.526651, 0.232813
85.91, 0.559869, -0.00816566, 0.0258668, 0.528919, 0.227368
85.92, 0.560823, -0.0134691, 0.0296526, 0.531118, 0.221894
85.93, 0.561703, -0.0187708, 0.0334345, 0.533248, 0.216392
85.94, 0.56251, -0.02407, 0.0372121, 0.535309, 0.21086
85.95, 0.563244, -0.0293661, 0.0409848, 0.537299, 0.205302
85.96, 0.563904, -0.0346583, 0.0447521, 0.53922, 0.199717
85.97, 0.56449, -0.039946, 0.0485136, 0.54107, 0.194105
85.98, 0.565003, -0.0452286, 0.0522688, 0.54285, 0.188469
85.99, 0.565442, -0.0505052, 0.0560172, 0.544559, 0.182807
86, 0.565808, -0.0557752, 0.0597583, 0.546197, 0.177122
86.01, 0.566099, -0.0610379, 0.0634916, 0.547764, 0.171414
86.02, 0.566317, -0.0662927, 0.0672165, 0.549259, 0.165684
86.03, 0.566461, -0.0715389, 0.0709328, 0.550683, 0.159932
86.04, 0.566531, -0.0767757, 0.0746398, 0.552035, 0.154159
86.05, 0.566527, -0.0820025, 0.078337, 0.553314, 0.148366
86.06, 0.566449, -0.0872186, 0.0820241, 0.554522, 0.142554
86.07, 0.566297, -0.0924233, 0.0857004, 0.555658, 0.136723
86.08, 0.566071, -0.097616, 0.0893656, 0.556721, 0.130874
86.09, 0.565771, -0.102796, 0.0930191, 0.557711, 0.125009
86.1, 0.565398, -0.107962, 0.0966605, 0.558629, 0.119126
86.11, 0.564951, -0.113115, 0.100289, 0.559473, 0.113229
86.12, 0.56443, -0.118253, 0.103905, 0.560245, 0.107317
86.13, 0.563835, -0.123375, 0.107507, 0.560944, 0.10139
86.14, 0.563167, -0.128481, 0.111095, 0.56157, 0.0954508
86.15, 0.562426, -0.13357, 0.114669, 0.562122, 0.0894989
86.16, 0.561611, -0.138642, 0.118228, 0.562601, 0.0835353
86.17, 0.560722, -0.143696, 0.121771, 0.563007, 0.0775608
86.18, 0.559761, -0.148731, 0.125298, 0.56334, 0.0715762
86.19, 0.558726, -0.153747, 0.128809, 0.563598, 0.0655823
86.2, 0.557619, -0.158743, 0.132304, 0.563784, 0.0595798
86.21, 0.556439, -0.163718, 0.135781, 0.563896, 0.0535695
86.22, 0.555186, -0.168671, 0.13924, 0.563934, 0.0475523
86.23, 0.553861, -0.173603, 0.142681, 0.563899, 0.0415289
86.24, 0.552463, -0.178512, 0.146104, 0.56379, 0.0355001
86.25, 0.550994, -0.183398, 0.149507, 0.563608, 0.0294666
86.26, 0.549452, -0.188259, 0.152891, 0.563352, 0.0234293
86.27, 0.547839, -0.193097, 0.156255, 0.563023, 0.017389
86.28, 0.546155, -0.197909, 0.159599, 0.56262, 0.0113463
86.29, 0.544399, -0.202695, 0.162922, 0.562144, 0.00530225
86.3, 0.542572, -0.207454, 0.166223, 0.561595, -0.000742539
86.31, 0.540674, -0.212187, 0.169503, 0.560973, -0.00678723
86.32, 0.538706, -0.216892, 0.172761, 0.560277, -0.012831
86.33, 0.536667, -0.221569, 0.175996, 0.559508, -0.0188732
86.34, 0.534559, -0.226217, 0.179209, 0.558667, -0.0249128
86.35, 0.53238, -0.230835, 0.182398, 0.557752, -0.0309493
86.36, 0.530133, -0.235423, 0.185563, 0.556765, -0.0369817
86.37, 0.527816, -0.239981, 0.188704, 0.555705, -0.0430092
86.38, 0.52543, -0.244507, 0.19182, 0.554573, -0.0490312
86.39, 0.522976, -0.249001, 0.194912, 0.553368, -0.0550468
86.4, 0.520453, -0.253463, 0.197978, 0.552091, -0.0610552
86.41, 0.517862, -0.257891, 0.201018, 0.550742, -0.0670556
86.42, 0.515204, -0.262287, 0.204032, 0.549322, -0.0730473
86.43, 0.512479, -0.266647, 0.207019, 0.54783, -0.0790295
86.44, 0.509687, -0.270973, 0.20998, 0.546266, -0.0850014
86.45, 0.506828, -0.275264, 0.212913, 0.544631, -0.0909622
86.46, 0.503903, -0.279519, 0.215818, 0.542925, -0.0969112
86.47, 0.500913, -0.283737, 0.218695, 0.541148, -0.102848
86.48, 0.497857, -0.287919, 0.221543, 0.539301, -0.10877
86.49, 0.494736, -0.292062, 0.224363, 0.537384, -0.114679
86.5, 0.491551, -0.296168, 0.227154, 0.535396, -0.120573
86.51, 0.488301, -0.300235, 0.229914, 0.533338, -0.126451
86.52, 0.484988, -0.304263, 0.232645, 0.531211, -0.132313
86.53, 0.481611, -0.308251, 0.235346, 0.529015, -0.138157
86.54, 0.478172, -0.312199, 0.238015, 0.52675, -0.143983
86.55, 0.47467, -0.316106, 0.240654, 0.524416, -0.149791
86.56, 0.471106, -0.319972, 0.243261, 0.522013, -0.155579
86.57, 0.467481, -0.323797, 0.245837, 0.519543, -0.161347
86.58, 0.463795, -0.327579, 0.248381, 0.517005, -0.167094
86.59, 0.460048, -0.331318, 0.250892, 0.514399, -0.172819
86.6, 0.456241, -0.335014, 0.25337, 0.511726, -0.178521
86.61, 0.452375, -0.338666, 0.255816, 0.508987, -0.1842
86.62, 0.44845, -0.342275, 0.258228, 0.506181, -0.189856
86.63, 0.444466, -0.345838, 0.260606, 0.503309, -0.195486
86.64, 0.440424, -0.349357, 0.262951, 0.500372, -0.201091
86.65, 0.436325, -0.352829, 0.265261, 0.497369, -0.20667
86.66, 0.432169, -0.356256, 0.267536, 0.494302, -0.212222
86.67, 0.427956, -0.359637, 0.269777, 0.49117, -0.217746
86.68, 0.423688, -0.36297, 0.271982, 0.487974, -0.223242
86.69, 0.419364, -0.366256, 0.274152, 0.484714, -0.228709
86.7, 0.414985, -0.369494, 0.276287, 0.481391, -0.234145
86.71, 0.410553, -0.372685, 0.278385, 0.478006, -0.239552
86.72, 0.406067, -0.375826, 0.280447, 0.474558, -0.244927
86.73, 0.401528, -0.378918, 0.282472, 0.471048, -0.25027
86.74, 0.396936, -0.381961, 0.284461, 0.467477, -0.255581
86.75, 0.392293, -0.384955, 0.286412, 0.463844, -0.260858
86.76, 0.387598, -0.387898, 0.288326, 0.460152, -0.266102
86.77, 0.382853, -0.39079, 0.290203, 0.456399, -0.27131
86.78, 0.378058, -0.393631, 0.292041, 0.452587, -0.276484
86.79, 0.373214, -0.396421, 0.293842, 0.448715, -0.281621
86.8, 0.368321, -0.39916, 0.295604, 0.444786, -0.286722
86.81, 0.36338, -0.401846, 0.297328, 0.440798, -0.291785
86.82, 0.358391, -0.40448, 0.299013, 0.436753, -0.29681
86.83, 0.353356, -0.407061, 0.300659, 0.43265, -0.301797
86.84, 0.348274, -0.409589, 0.302266, 0.428492, -0.306744
86.85, 0.343148, -0.412063, 0.303833, 0.424277, -0.311651
86.86, 0.337976, -0.414484, 0.305361, 0.420007, -0.316518
86.87, 0.33276, -0.416851, 0.306848, 0.415683, -0.321343
86.88, 0.327501, -0.419163, 0.308296, 0.411304, -0.326126
86.89, 0.322199, -0.421421, 0.309704, 0.406872, -0.330867
